person,education_order,school,degree
jim_koch,2,Harvard University,Doctor of Jurisprudence
jim_koch,3,Harvard University,Master of Business Administration
jim_mckelvey,1,Washington University in St. Louis,Bachelor of Arts/Economics
jim_mckelvey,2,Washington University in St. Louis,Bachelor of Science
jim_walton,1,University of Arkansas,Bachelor of Arts/Science
jimmy_haslam,1,University of Tennessee Knoxville,Bachelor of Arts/Science
jimmy_john_liautaud,1,High School,High School Graduate
jimmy_rane,1,Auburn University,Bachelor of Arts/Science
jimmy_rane,2,Samford University,Doctor of Jurisprudence
joe_agresti,1,Rutgers University,Bachelor of Science
joe_gebbia,1,Rhode Island School of Design,Bachelor of Arts/Science
joe_kiani,1,San Diego State University,Bachelor of Engineering
joe_kiani,2,San Diego State University,Master of Science in Engineering
joe_lacob,1,Stanford University,Master of Business Administration
joe_lacob,2,UCLA,Masters of Public Health
joe_lacob,3,"University of California, Irvine",Bachelor of Arts/Science
joe_lonsdale,1,Stanford University,Bachelor of Arts/Science
joe_mansueto,1,University of Chicago,Bachelor of Arts/Science
john_a_sobrato,1,Santa Clara University,Bachelor of Arts/Science
john_abele,1,Amherst College,Bachelor of Arts/Science
john_arnold,1,Vanderbilt University,Bachelor of Arts/Science
john_bicket,1,Cornell University,Bachelor of Science
john_bicket,2,Massachusetts Institute of Technology,Master of Science
john_brown,1,Auburn University,Bachelor of Science in Engineering
john_catsimatidis,1,New York University,Drop Out
john_collison,1,Harvard University,Drop Out
john_doerr,1,Harvard University,Master of Business Administration
john_doerr,2,Rice University,Bachelor of Arts/Science
john_doerr,3,Rice University,Master of Science
john_fish,1,Bowdoin College,Bachelor of Arts
john_fisher,1,Princeton University,Bachelor of Arts/Science
john_fisher,2,Stanford Graduate School of Business,Master of Business Administration
john_goff,1,University of Texas,Chartered Accountant
john_krystynak,1,"University of California, Santa Barbara",Bachelor of Science
john_liew,1,University of Chicago,Bachelor of Arts/Science
john_liew,2,University of Chicago,Master of Business Administration
john_liew,3,University of Chicago,Ph.D
john_malone,1,Johns Hopkins University,Doctorate
john_malone,2,Johns Hopkins University,Master of Science
john_malone,3,Yale University,Bachelor of Arts/Science
john_mars,1,The Hotchkiss School,Diploma
john_mars,2,Yale University,Bachelor of Arts/Science
john_menard_jr,1,"University of Wisconsin, Eau Claire",Bachelor of Arts/Science
john_middleton,1,Amherst College,Bachelor of Arts/Science
john_middleton,2,Harvard University,Master of Business Administration
john_morris,1,Drury University,Bachelor of Arts/Science
john_overdeck,1,Stanford University,Bachelor of Arts/Science
john_overdeck,2,Stanford University,Master of Science
john_oyler,1,Massachusetts Institute of Technology,Bachelor of Arts/Science
john_oyler,2,Stanford Graduate School of Business,Master of Business Administration
john_paul_dejoria,1,High School,Diploma
john_paulson,1,Harvard Business School,Master of Business Administration
john_paulson,2,New York University,Bachelor of Arts/Science
john_pritzker,1,Menlo College,Bachelor of Arts/Science
john_sall,1,Beloit College,Bachelor of Arts/Science
john_sall,2,Northern Illinois University,Master of Arts
john_stanton,1,Harvard University,Master of Business Administration
john_stanton,2,Whitman College,Bachelor of Arts/Science
john_tu,1,Technische Universität Darmstadt,Bachelor of Arts/Science
john_tyson,1,Southern Methodist University,Bachelor of Arts/Science
johnelle_hunt,1,University of Central Arkansas,Drop Out
johnny_ho,1,Harvard University,Bachelor of Arts/Science
jon_stryker,1,Kalamazoo College,Bachelor of Arts/Science
jon_stryker,2,"University of California, Berkeley",Master of Architecture
jon_yarbrough,1,Tennessee Technological University,Bachelor of Arts/Science
jonathan_gray,1,"University of Pennsylvania, The Wharton School",Bachelor of Arts/Science
jonathan_nelson,1,Brown University,Bachelor of Arts/Science
jonathan_nelson,2,Harvard University,Master of Business Administration
jorge_mas,1,University of Miami,Master of Business Administration
jorge_perez,1,CW Post College,Bachelor of Arts/Science
jorge_perez,2,University of Michigan,Master of Science
jose_e_feliciano,1,Princeton University,Bachelor of Engineering
jose_e_feliciano,2,Stanford University,Master of Business Administration
joseph_bae,1,Harvard University,Bachelor of Arts/Economics
joseph_edelman,1,New York University,Master of Business Administration
joseph_edelman,2,"University of California, San Diego",Bachelor of Arts/Science
joseph_grendys,1,Loyola University Chicago,Bachelor of Arts/Science
joseph_liemandt,1,Stanford University,Drop Out
joseph_steinberg,1,Harvard University,Master of Business Administration
joseph_steinberg,2,New York University,Bachelor of Arts/Science
josh_harris,1,Harvard University,Master of Business Administration
josh_harris,2,"University of Pennsylvania, The Wharton School",Bachelor of Arts/Science
josh_kushner,1,Harvard,Bachelor of Arts/Science
josh_kushner,2,Harvard Business School,Master of Business Administration
jude_reyes,1,Wofford College,Bachelor of Arts/Science
judy_faulkner,1,Dickinson College,Bachelor of Arts/Science
judy_faulkner,2,University of Wisconsin,Master of Science
julia_koch,1,University of Central Arkansas,Bachelor of Arts/Science
justin_ishbia,1,Michigan State University,Bachelor of Arts/Science
justin_ishbia,2,Vanderbilt University,Doctor of Jurisprudence
kamal_ghaffarian,1,Catholic University of America,Bachelor of Science in Engineering
kamal_ghaffarian,2,George Washington University,Master
karen_pritzker,1,Northwestern University,Bachelor of Arts/Science
karthik_sarma,1,Indian Institute of Technology,Bachelor of Technology
karthik_sarma,2,Princeton University,Master of Arts/Science
katharine_rayner,1,Sarah Lawrence college,Bachelor of Arts/Science
kathy_britton,1,Baylor University,Bachelor of Business Administration
kathy_britton,2,The University of Houston,JD
kavitark_ram_shriram,1,University of Madras,Bachelor of Arts/Science
keith_dunleavy,1,Dartmouth College,Bachelor of Arts/Science
keith_dunleavy,2,Harvard University,Medical Doctor
kelcy_warren,1,University of Texas Arlington,Bachelor of Arts/Science
ken_fisher,1,Humboldt State University,Bachelor of Arts/Science
ken_griffin,1,Harvard University,Bachelor of Arts/Science
ken_langone,1,Bucknell University,Bachelor of Arts/Science
ken_langone,2,Leonard N. Stern School of Business,Master of Business Administration
ken_xie,1,Stanford University,Master of Science
ken_xie,2,Tsinghua University,Bachelor of Science
ken_xie,3,Tsinghua University,Master of Science
kenneth_feld,1,Boston University,Bachelor of Arts/Science
kenny_troutt,1,Southern Illinois University,Bachelor of Arts/Science
kevin_marchetti,1,Duke Univeristy,Bachelor of Arts/Science
kevin_plank,1,Robert H. Smith School of Business,Master of Business Administration
kevin_plank,2,University of Maryland,Bachelor of Arts/Science
kevin_systrom,1,Stanford University,Bachelor of Arts/Science
larry_connor,1,Ohio University,Bachelor of Arts/Science
larry_ellison,1,University of Chicago,Drop Out
larry_ellison,2,"University of Illinois, Urbana-Champaign",Drop Out
larry_fink,1,Anderson School of Management,Master of Business Administration
larry_fink,2,"University of California, Los Angeles",Bachelor of Arts/Science
larry_page,1,Stanford University,Master of Science
larry_page,2,University of Michigan,Bachelor of Arts/Science
larry_robbins,1,"University of Pennsylvania, The Wharton School",Bachelor of Arts/Science
lauren_leichtman,1,"California State University, Northridge",Bachelor of Arts/Science
lauren_leichtman,2,Columbia Law School,LLM
lauren_leichtman,3,Southwestern University School of Law,JD
laurene_powell_jobs,1,Stanford Graduate School of Business,Master of Business Administration
laurene_powell_jobs,2,"University of Pennsylvania, The Wharton School",Bachelor of Arts/Science
lawrence_golub,1,Harvard Business School,Master of Business Administration
lawrence_golub,2,Harvard College,Bachelor of Arts/Science
lawrence_golub,3,Harvard Law School,Doctor of Jurisprudence
lee_bass,1,"University of Pennsylvania, The Wharton School",Master of Business Administration
lee_bass,2,Yale University,Bachelor of Arts/Science
leon_black,1,Dartmouth College,Bachelor of Arts/Science
leon_black,2,Harvard University,Master of Business Administration
leon_g_cooperman,1,Columbia Business School,Master of Business Administration
leon_g_cooperman,2,Hunter College,Bachelor of Arts/Science
leonard_abess,1,The Wharton School at the University of Pennsylvania,Bachelor of Arts/Science
leonard_schleifer,1,Cornell University,Bachelor of Arts/Science
leonard_schleifer,2,University of Virginia,Medical Doctor
leonard_schleifer,3,University of Virginia,Ph.D
leonard_stern,1,Leonard N. Stern School of Business,Master of Business Administration
leonard_stern,2,New York University,Bachelor of Arts/Science
leonid_radvinsky,1,Northwestern University,Bachelor of Arts/Economics
les_wexner,1,Ohio State University,Bachelor of Arts/Science
leslie_alexander,1,New York University,Bachelor of Arts/Science
leslie_alexander,2,Western State University College of Law,Doctor of Jurisprudence
liesel_pritzker_simmons,1,Columbia University,Bachelor of Arts/Science
lisa_su,1,Massachusetts Institute of Technology,Bachelor of Engineering
lisa_su,2,Massachusetts Institute of Technology,Master of Science in Engineering
lisa_su,3,Massachusetts Institute of Technology,Ph.D
lloyd_blankfein,1,Harvard University,Bachelor of Arts/Science
lloyd_blankfein,2,Harvard University,Doctor of Jurisprudence
lorenzo_fertitta,1,Leonard N. Stern School of Business,Master of Business Administration
lorenzo_fertitta,2,U of San Diego,Bachelor of Arts/Science
louis_bacon,1,Columbia Business School,Master of Business Administration
louis_bacon,2,Middlebury College,Bachelor of Arts/Science
luana_lopes_lara,1,Massachusetts Institute of Technology,Bachelor of Arts/Science
lucy_guo,1,Carnegie Mellon University,Drop Out
lukas_walton,1,Colorado College,Bachelor of Arts/Science
lynn_schusterman,1,University of Miami,Drop Out
mackenzie_scott,1,Princeton University,Bachelor of Arts/Science
maggie_hardy,1,West Virginia University,Drop Out
marc_andreessen,1,"University of Illinois, Urbana-Champaign",Bachelor of Arts/Science
marc_benioff,1,University of Southern California,Bachelor of Arts/Science
marc_lasry,1,Clark University,Bachelor of Arts/Science
marc_lasry,2,New York Law School,Doctor of Jurisprudence
marc_lipschultz,1,Stanford University,Bachelor of Arts/Science
marc_rowan,1,University of Pennsylvania,Bachelor of Arts/Science
marc_rowan,2,"University of Pennsylvania, The Wharton School",Master of Business Administration
margaretta_taylor,1,Finch College,Bachelor of Arts/Science
margot_birmingham_perot,1,Goucher College,Bachelor of Arts/Science
marian_ilitch,1,High School,Diploma
marian_ilitch,2,High School,High School Graduate
marianne_liebmann,1,Montana State University,Bachelor of Arts/Science
marijke_mars,1,Duke University,Bachelor of Arts/Science
mario_gabelli,1,Columbia Business School,Master of Business Administration
mario_gabelli,2,Fordham University,Bachelor of Arts/Science
marissa_mayer,1,Stanford University,Bachelor of Arts/Science
marissa_mayer,2,Stanford University,Master of Science
mark_attanasio,1,Brown University,Bachelor of Arts/Science
mark_attanasio,2,Columbia University,JD
mark_cuban,1,Indiana University,Bachelor of Arts/Science
mark_davis_1,1,California State Chico,Diploma
mark_hancock,1,Brigham Young University,Bachelor of Science in Engineering
mark_hancock,2,Brigham Young University,Master of Business Administration
mark_pincus,1,Harvard University,Master of Business Administration
mark_pincus,2,University of Pennsylvania,Bachelor of Arts/Science
mark_shoen,1,College of the Holy Cross,Bachelor of Arts/Science
mark_stevens,1,Harvard University,Master of Business Administration
mark_stevens,2,University of Southern California,Bachelor of Arts/Science
mark_stevens,3,University of Southern California,Master of Science
mark_walter,1,Creighton University,Bachelor of Arts/Science
mark_walter,2,Northwestern University,Doctor of Jurisprudence
mark_zuckerberg,1,Harvard University,Drop Out
martha_ingram,1,Vassar College,Bachelor of Arts/Science
mat_ishbia,1,Michigan State University,Bachelor of Business Administration
matei_zaharia,1,"University of California, Berkeley",Ph.D
matei_zaharia,2,University of Waterloo,Bachelor of Science
matthew_prince,1,Harvard Business School,Master of Business Administration
matthew_prince,2,Trinity College Connecticut,Bachelor of Arts/Science
matthew_prince,3,University of Chicago,Doctor of Jurisprudence
matthew_roszak,1,Lake Forest College,Bachelor of Arts/Economics
max_levchin,1,University of Illinois Urbana Champaign,Bachelor of Science
max_lytvyn,1,Vanderbilt University,Master of Business Administration
meg_whitman,1,Harvard Business School,Master of Business Administration
meg_whitman,2,Princeton University,Bachelor of Arts/Science
melinda_french_gates,1,Duke University,Bachelor of Arts/Science
melinda_french_gates,2,Fuqua School of Business,Master of Business Administration
michael_arougheti,1,Yale University,Bachelor of Arts
michael_bloomberg,1,Harvard Business School,Master of Business Administration
michael_bloomberg,2,Johns Hopkins University,Bachelor of Arts/Science
michael_dell,1,The University of Texas at Austin,Drop Out
michael_dunlap,1,University of Nebraska Lincoln,Bachelor of Arts/Science
michael_dunlap,2,University of Nebraska Lincoln,Doctor of Jurisprudence
michael_jordan,1,"University of North Carolina, Chapel Hill",Bachelor of Arts/Science
michael_krasny,1,"University of Illinois, Urbana-Champaign",Bachelor of Arts/Science
michael_milken,1,"University of California, Berkeley",Bachelor of Arts/Science
michael_milken,2,"University of Pennsylvania, The Wharton School",Master of Business Administration
michael_moritz,1,"Christ Church, Oxford University",Bachelor of Arts/Science
michael_moritz,2,"University of Pennsylvania, The Wharton School",Master of Business Administration
michael_novogratz,1,Princeton University,Bachelor of Arts/Science
michael_patterson,1,Harvard University,Bachelor of Arts/Science
michael_patterson,2,Stanford University Graduate School of Business,Master of Business Administration
michael_polsky,1,University of Chicago Booth School of Business,Master of Business Administration
michael_rees,1,Massachusetts Institute of Technology,Master of Arts/Science
michael_rees,2,University of Pittsburgh,Bachelor of Arts/Science
michael_rubin,1,Villanova University,Drop Out
michael_s_smith,1,University of Colorado,Drop Out
michael_saylor,1,Massachusetts Institute of Technology,Bachelor of Arts/Science
michael_steinhardt,1,University of Pennsylvania,
michael_teel,1,Whittier College,Bachelor of Arts/Science
michael_truell,1,Massachusetts Institute of Technology (MIT),Bachelor of Science
michael_xie,1,Tsinghua University,Bachelor of Arts/Science
michael_xie,2,Tsinghua University,Master of Science
michael_xie,3,University of Manitoba,Master of Science
michelle_zatlyn,1,Harvard Business School,Master of Business Administration
michelle_zatlyn,2,McGill University,Bachelor of Arts/Science
micky_arison,1,University of Miami,Drop Out
mike_brown_1,1,Dartmouth College,
mike_brown_1,2,Harvard Law School,
mike_repole,1,St. John's University,Bachelor of Science
mike_speiser,1,Harvard Business School,Master of Business Administration
mike_speiser,2,University of Arizona,Bachelor of Arts/Science
milane_frantz,1,University of Houston,Master of Arts
min_kao,1,National Taiwan University,Bachelor of Arts/Science
min_kao,2,University of Tennessee Knoxville,Doctorate
min_kao,3,University of Tennessee Knoxville,Master of Science
miriam_adelson,1,Hebrew University Jerusalem,Bachelor of Science
mitchell_jacobson,1,Brandeis University,Bachelor of Arts/Science
mitchell_jacobson,2,New York University,Law Degree
mitchell_morgan,1,Temple University,Bachelor of Science
mitchell_morgan,2,Temple University,JD
mitchell_rales,1,Miami University of Ohio,Bachelor of Arts/Science
mortimer_zuckerman,1,Harvard University,LLM
mortimer_zuckerman,2,McGill University,Bachelor of Arts/Science
mortimer_zuckerman,3,"University of Pennsylvania, The Wharton School",Master of Business Administration
nancy_lerner,1,Cleveland State University,Doctor of Jurisprudence
nancy_lerner,2,University of Cincinnati,Bachelor of Arts/Science
nancy_walton_laurie,1,University of Memphis,Bachelor of Arts/Science
nathan_blecharczyk,1,Harvard University,Bachelor of Arts/Science
neal_blue,1,Yale University,Bachelor of Arts/Science
neerja_sethi,1,Delhi University,Bachelor of Arts/Science
neerja_sethi,2,Delhi University,Master of Business Administration
neerja_sethi,3,Oakland University,Master of Science
neil_bluhm,1,Northwestern University,Doctor of Jurisprudence
neil_bluhm,2,"University of Illinois, Urbana-Champaign",Bachelor of Arts/Science
nelson_peltz,1,"University of Pennsylvania, The Wharton School",Drop Out
nicholas_pritzker,1,Lake Forest College,Bachelor of Arts/Science
nicholas_pritzker,2,University of Chicago,Doctor of Jurisprudence
nicholas_woodman,1,"University of California, San Diego",Bachelor of Arts/Science
nicolas_berggruen,1,New York University,Bachelor of Arts/Science
niraj_shah,1,Cornell University,Bachelor of Science in Engineering
noam_gottesman,1,Columbia University,Bachelor of Arts/Science
norman_braman,1,Temple University,Bachelor of Arts/Science
noubar_afeyan,1,Massachusetts Institute of Technology,Ph.D
noubar_afeyan,2,McGill University,Bachelor of Science
o_francis_biondi,1,Harvard Business School,Master of Business Administration
o_francis_biondi,2,Yale University,Bachelor of Arts/Science
olivier_pomel,1,Ecole centrale de Paris,Master
oprah_winfrey,1,Tennessee State University,Bachelor of Arts/Science
orion_hindawi,1,"University of California, Berkeley",Drop Out
orlando_bravo,1,Brown University,Bachelor of Arts/Science
orlando_bravo,2,Stanford Graduate School of Business,Master of Business Administration
orlando_bravo,3,Stanford University,Doctor of Jurisprudence
pablo_legorreta,1,Universidad Iberoamericana,Bachelor of Science in Engineering
palmer_luckey,1,"California State University, Long Beach",Drop Out
pamela_mars,1,Vassar College,Bachelor of Arts/Science
parker_conrad,1,Harvard University,Bachelor of Arts/Science
pat_stryker,1,University of Northern Colorado,Drop Out
patrick_collison,1,Massachusetts Institute of Technology,Drop Out
patrick_hanrahan,1,University of Wisconsin Madison,Bachelor of Science
patrick_hanrahan,2,University of Wisconsin Madison,Ph.D
patrick_ryan,1,Northwestern University,Bachelor of Arts/Science
patrick_soon_shiong,1,University of British Columbia,Master of Science
patrick_soon_shiong,2,University of Witwatersrand,Bachelor of Arts/Science
patrick_soon_shiong,3,University of Witwatersrand,Medical Doctor
patrick_zalupski,1,Stetson University,Bachelor of Science
patrizio_vinciarelli,1,La Sapienza University of Rome,Ph.D
paul_foster,1,Baylor University,Bachelor of Arts/Science
paul_saville,1,The College of William & Mary,Bachelor of Arts/Science
paul_saville,2,The University of Pittsburgh,Master of Business Administration
paul_sciarra,1,Yale University,Bachelor of Arts/Science
paul_singer,1,Harvard University,Doctor of Jurisprudence
paul_singer,2,University of Rochester,Bachelor of Arts/Science
paul_tudor_jones_ii,1,University of Virginia,Bachelor of Arts/Science
peggy_cherng,1,Oregon State University,Bachelor of Arts/Science
peggy_cherng,2,University of Missouri,Master of Science
peggy_cherng,3,University of Missouri,Ph.D
penny_pritzker,1,Harvard University,Bachelor of Arts/Science
penny_pritzker,2,Stanford Graduate School of Business,Master of Business Administration
penny_pritzker,3,Stanford University,Doctor of Jurisprudence
peter_gassner,1,Oregon State University,Bachelor of Science
peter_guber,1,New York University,JD
peter_guber,2,New York University,LLM
peter_guber,3,Syracuse University,Bachelor of Arts
peter_kellogg,1,Babson College,Bachelor of Arts/Science
peter_sperling,1,"University of California, Santa Barbara",Bachelor of Arts/Science
peter_sperling,2,University of Phoenix,Master of Business Administration
peter_thiel,1,Stanford University,Bachelor of Arts/Science
peter_thiel,2,Stanford University,Doctor of Jurisprudence
phil_knight,1,Stanford Graduate School of Business,Master of Business Administration
phil_knight,2,University of Oregon,Bachelor of Arts/Science
phil_ruffin,1,Wichita State University,Drop Out
philip_anschutz,1,University of Kansas,Bachelor of Arts/Science
philippe_laffont,1,Massachusetts Institute of Technology,Bachelor of Arts/Science
philippe_laffont,2,Massachusetts Institute of Technology,Master of Science
phillip_frost,1,University of Pennsylvania,Bachelor of Arts/Science
phillip_frost,2,Yeshiva U Albert Einstein College of Medicine,Medical Doctor
phillip_t_terry_ragon,1,Massachusetts Institute of Technology,Bachelor of Arts/Science
pierre_omidyar,1,Tufts University,Bachelor of Arts/Science
rajiv_jain,1,University of Miami,Master of Business Administration
rajiv_jain,2,University of Panjab,Bachelor of Arts/Science
rakesh_gangwal,1,Indian Institute of Technology,Bachelor of Science in Engineering
rakesh_gangwal,2,"University of Pennsylvania, The Wharton School",Master of Business Administration
ralph_lauren_family,1,City University of New York City College,Drop Out
ralph_lauren_family,2,High School,Diploma
ramzi_musallam,1,Colgate University,Bachelor of Arts/Science
ramzi_musallam,2,University of Chicago Booth School of Business,Master of Business Administration
randa_duncan_williams,1,Rice University,Bachelor of Arts/Science
randa_duncan_williams,2,University of Houston,Doctor of Jurisprudence
randal_j_kirk,1,Radford,Bachelor of Arts/Science
randal_j_kirk,2,University of Virginia,Doctor of Jurisprudence
randolph_lerner,1,Columbia University,Bachelor of Arts/Science
randolph_lerner,2,Columbia University,LLB
ray_dalio,1,Harvard Business School,Master of Business Administration
ray_dalio,2,Long Island University,Bachelor of Arts/Science
ray_davis,1,LeTourneau University's School of Business,Master of Business Administration
ray_lee_hunt,1,Southern Methodist University,Bachelor of Arts/Science
reed_hastings,1,Bowdoin College,Bachelor of Arts/Science
reed_hastings,2,Stanford University,Master of Science
reid_hoffman,1,Oxford University,Master of Science
reid_hoffman,2,Stanford University,Bachelor of Arts/Science
reinhold_schmieding,1,Michigan State University,Bachelor of Arts/Science
richard_fairbank,1,Stanford Graduate School of Business,Master of Business Administration
richard_fairbank,2,Stanford University,Bachelor of Arts/Economics
richard_hayne,1,Lehigh University,Bachelor of Arts/Science
richard_kayne,1,Stanford University,Bachelor of Arts/Science
richard_kayne,2,"University of California, Los Angeles",Master of Business Administration
richard_kinder,1,University of Missouri,Bachelor of Arts/Science
richard_kinder,2,University of Missouri,Doctor of Jurisprudence
richard_lefrak,1,Amherst College,Bachelor of Arts/Science
richard_lefrak,2,Columbia University,Doctor of Jurisprudence
richard_peery,1,Brigham Young University,Bachelor of Arts/Science
richard_saghian,1,California State University Northridge,Drop Out
richard_sands,1,University of North Carolina,Doctorate
richard_sands,2,University of Vermont,Bachelor of Arts/Science
richard_schulze,1,High School,Diploma
richard_uihlein,1,Stanford University,Bachelor of Arts/Science
richard_yuengling_jr,1,Lycoming College,Drop Out
rick_caruso,1,Pepperdine University,Doctor of Jurisprudence
rick_caruso,2,University of Southern California,Bachelor of Arts/Science
rick_cohen,1,The Wharton School at the University of Pennsylvania,Bachelor of Arts/Science
rick_workman,1,Southern Illinois University,Bachelor of Science
rick_workman,2,Southern Illinois University,DDS
riley_bechtel,1,Stanford University,Doctor of Jurisprudence
riley_bechtel,2,Stanford University,Master of Business Administration
riley_bechtel,3,University of Calif Davis,Bachelor of Arts/Science
rob_walton,1,Columbia University,Doctor of Jurisprudence
rob_walton,2,University of Arkansas,Bachelor of Arts/Science
robert_bass,1,Stanford University,Master of Business Administration
robert_bass,2,Yale University,Bachelor of Arts/Science
robert_duggan,1,"University of California, Los Angeles",Drop Out
robert_duggan,2,"University of California, Santa Barbara",Drop Out
robert_f_smith,1,Columbia University,Master of Business Administration
robert_f_smith,2,Cornell University,Bachelor of Arts/Science
robert_faith,1,Harvard Business School,Master of Business Administration
robert_faith,2,University of Oklahoma,Bachelor of Science
robert_fisher,1,Princeton University,Bachelor of Arts/Science
robert_fisher,2,Stanford University,Master of Business Administration
robert_hale_jr,1,Connecticut College,Bachelor of Arts/Science
robert_johnson,1,Princeton University,Master of Arts
robert_johnson,2,"University of Illinois, Urbana-Champaign",Bachelor of Arts/Science
robert_kraft,1,Columbia University,Bachelor of Arts/Science
robert_kraft,2,Harvard Business School,Master of Business Administration
robert_pera,1,"University of California, San Diego",Bachelor of Arts/Science
robert_pera,2,"University of California, San Diego",Master of Science
robert_rich_jr,1,Simon School of Business,Master of Business Administration
robert_rich_jr,2,Williams College,Bachelor of Arts/Science
robert_rowling,1,Southern Methodist University,Doctor of Jurisprudence
robert_rowling,2,The University of Texas at Austin,Bachelor of Arts/Science
robert_sands,1,Pace University,Law Degree
robert_sands,2,Skidmore College,Bachelor of Arts/Science
robert_ziff,1,Cornell University,Doctor of Jurisprudence
robert_ziff,2,Harvard University,Bachelor of Arts/Science
rocco_basilico_1,1,Catholic University of the Sacred Heart,Bachelor of Arts/Economics
rodger_riney,1,University of Missouri,Bachelor of Arts/Science
rodger_riney,2,University of Missouri,Master of Business Administration
rodney_sacks,1,University of Witwatersrand,Law Degree
roger_penske,1,Lehigh University,Drop Out
romesh_t_wadhwani,1,Carnegie Mellon University,Doctorate
romesh_t_wadhwani,2,Carnegie Mellon University,Master of Science
romesh_t_wadhwani,3,"Indian Institute of Technology, Bombay",Bachelor of Arts/Science
ron_baron,1,Bucknell University,Bachelor of Arts/Science
ronald_clarke,1,Colby College,Bachelor of Arts/Science
ronald_clarke,2,Cornell University,Master of Business Administration
ronald_lauder,1,"University of Pennsylvania, The Wharton School",Bachelor of Arts/Science
ronald_perelman,1,University of Pennsylvania,Bachelor of Arts/Science
ronald_perelman,2,"University of Pennsylvania, The Wharton School",Master of Business Administration
ronald_wanek,1,High School,High School Graduate
ronda_stryker,1,University of Northern Colorado,Bachelor of Arts/Science
ronda_stryker,2,Western Michigan University,Master of Arts
roy_carroll_ii,1,University of North Carolina at Greensboro,Drop Out
rupert_johnson_jr,1,Washington & Lee University,Bachelor of Arts/Science
rupert_murdoch,1,Oxford University,Bachelor of Arts/Science
rupert_murdoch,2,Oxford University,Master of Arts
russell_savage,1,San Diego State University,Bachelor of Arts/Science
ryan_graves,1,Miami University of Ohio,Bachelor of Arts/Science
ryan_smith,1,Brigham Young University,Bachelor of Science
s_curtis_johnson,1,Cornell University,Bachelor of Arts/Science
s_curtis_johnson,2,Kellogg School of Management,Master of Business Administration
safra_catz,1,University of Pennsylvania,Doctor of Jurisprudence
safra_catz,2,"University of Pennsylvania, The Wharton School",Bachelor of Arts/Science
sami_mnaymneh,1,Columbia University,Bachelor of Arts/Economics
sami_mnaymneh,2,Harvard Business School,Master of Business Administration
sami_mnaymneh,3,Harvard University,Doctor of Jurisprudence
sanjit_biswas,1,Massachusetts Institute of Technology,Master of Science
sanjit_biswas,2,Stanford University,Bachelor of Science
sara_blakely,1,Florida State University,Bachelor of Arts/Science
satya_nadella,1,University of Wisconsin,Master of Science
scott_cook,1,Harvard Business School,Master of Business Administration
scott_cook,2,University of Southern California,Bachelor of Arts/Science
scott_crabill,1,Stanford Graduate School of Business,Master of Business Administration
scott_crabill,2,Stanford University,Bachelor of Arts/Science
scott_duncan,1,Houston Community College,
scott_kapnick,1,The University of Chicago,Doctor of Jurisprudence
scott_kapnick,2,The University of Chicago,Master of Business Administration
scott_kapnick,3,Williams College,Bachelor of Arts/Economics
scott_nuttall,1,The Wharton School of the University of Pennsylvania,Bachelor of Science
scott_shleifer,1,"University of Pennsylvania, The Wharton School",Bachelor of Arts/Science
scott_smith_1,1,Brigham Young University,Bachelor of Arts/Science
scott_smith_1,2,Michigan State University,Master of Business Administration
scott_smith_1,3,Pennsylvania State University,Ph.D
scott_watterson,1,Utah State University,Bachelor of Science
sean_parker,1,High School,Diploma
sergey_brin,1,Stanford University,Master of Science
sergey_brin,2,"University of Maryland, College Park",Bachelor of Arts/Science
seth_klarman,1,Cornell University,Bachelor of Arts/Science
seth_klarman,2,Harvard University,Master of Business Administration
shahid_khan,1,"University of Illinois, Urbana-Champaign",Bachelor of Arts/Science
sheila_johnson,1,"University of Illinois, Urbana-Champaign",Bachelor of Arts/Science
sheryl_sandberg,1,Harvard Business School,Master of Business Administration
sheryl_sandberg,2,Harvard University,Bachelor of Arts/Science
shuo_wang,1,Massachusetts Institute of Technology,Bachelor of Science in Engineering
sid_bass,1,Stanford University,Master of Business Administration
sid_bass,2,Yale University,Bachelor of Arts/Science
sidney_kimmel,1,Temple University,Drop Out
stanley_druckenmiller,1,Bowdoin College,Bachelor of Arts/Science
stanley_hubbard,1,University of Minnesota,Bachelor of Arts/Science
stanley_kroenke,1,"Robert J. Trulaske, Sr. College of Business",Master of Business Administration
stanley_kroenke,2,University of Missouri,Bachelor of Arts/Science
stanley_tang,1,Stanford University,Bachelor of Arts/Science
stefan_soloviev,1,University of Rhode Island,Drop Out
stephane_bancel,1,Ecole Centrale Paris,Master of Science in Engineering
stephane_bancel,2,Harvard University,Master of Business Administration
stephane_bancel,3,University of Minnesota,Master of Science in Engineering
stephen_bisciotti,1,Salisbury State University,Bachelor of Arts/Science
stephen_cohen,1,Stanford University,Bachelor of Science
stephen_deckoff,1,Cornell University,Bachelor of Science
stephen_feinberg,1,Princeton University,Bachelor of Arts/Science
stephen_mandel_jr,1,Dartmouth College,Bachelor of Arts/Science
stephen_mandel_jr,2,Harvard University,Master of Business Administration
stephen_mandel_jr,3,Phillips Academy Exeter,Diploma
stephen_ross,1,New York University,Master of Laws
stephen_ross,2,University of Michigan,Bachelor of Arts/Science
stephen_ross,3,Wayne State University,Doctor of Jurisprudence
stephen_schwarzman,1,Harvard Business School,Master of Business Administration
stephen_schwarzman,2,Yale University,Bachelor of Arts/Science
stephen_winn,1,Stanford University,Master of Science
